"Serial Number","Issued DN","Import Date","Effective Date","Expiration Date","Issued CN","owner","Valid","comments"
"5E00000F33E477E60FD89ACA8A000000000F33","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:26:36.6100000","2025-06-20T10:16:36.0000000","2026-07-15T10:16:36.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F34FC85D814AF816680000000000F34","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:29:17.8670000","2025-06-20T10:19:17.0000000","2026-07-15T10:19:17.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F3586E2FD95014F86B1000000000F35","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:30:36.7030000","2025-06-20T10:20:35.0000000","2026-07-15T10:20:35.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F36534EB39376C64BE4000000000F36","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:32:57.2130000","2025-06-20T10:22:56.0000000","2026-07-15T10:22:56.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F376B17B18BCD430042000000000F37","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:33:33.8100000","2025-06-20T10:23:32.0000000","2026-07-15T10:23:32.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F38B8D03B9472CA9BA6000000000F38","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:34:06.8400000","2025-06-20T10:24:06.0000000","2026-07-15T10:24:06.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F397D1153EAC561961E000000000F39","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:35:04.4330000","2025-06-20T10:25:04.0000000","2026-07-15T10:25:04.0000000","ecs.lo001.kroger.com","Vikrant","Yes",""
"5E00016D5ED087E9A0048D9A57000000016D5E","CN=ecs.lo017.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-03-20T08:25:35.7970000","2026-03-20T08:15:31.0000000","2027-04-14T08:15:31.0000000","ecs.lo017.kroger.com","Vikrant","Yes",""
"5E000177B96D7C7E25A1577D590000000177B9","CN=ecs.lo070.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-05T12:01:36.8000000","2026-04-05T11:51:35.0000000","2027-04-30T11:51:35.0000000","ecs.lo070.kroger.com","Vikrant","Yes",""
"5E00016C711F219D451CC0AC83000000016C71","CN=ecs.lo073.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-03-02T17:59:46.3600000","2026-03-02T17:49:45.0000000","2027-03-27T17:49:45.0000000","ecs.lo073.kroger.com","Vikrant","Yes",""
"5E00016D5F83D93CF52300FA4D000000016D5F","CN=ecs.lo079.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-03-20T09:30:09.7830000","2026-03-20T09:20:06.0000000","2027-04-14T09:20:06.0000000","ecs.lo079.kroger.com","Vikrant","Yes",""
"5E000177B3862236ABCAD4458A0000000177B3","CN=ecs.lo873.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-05T06:45:29.5630000","2026-04-05T06:35:28.0000000","2027-04-30T06:35:28.0000000","ecs.lo873.kroger.com","Vikrant","Yes",""
"5E00017924DD86DF7F46A7A192000000017924","CN=ecs.rm183.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-10T22:36:29.2500000","2026-04-10T22:26:27.0000000","2027-05-05T22:26:27.0000000","ecs.rm183.kroger.com","Vikrant","Yes",""
"5E000179260102B9EC72F6657F000000017926","CN=ecs.rm408.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-12T00:37:37.8800000","2026-04-12T00:27:36.0000000","2027-05-07T00:27:36.0000000","ecs.rm408.kroger.com","Vikrant","Yes",""
"5E00019CE307B23791F59A4F05000000019CE3","CN=ecs.ru360.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-25T15:16:06.6400000","2026-05-25T15:06:05.0000000","2027-06-19T15:06:05.0000000","ecs.ru360.kroger.com","Vikrant","Yes",""
"5E00016A6B4684AE46C8B05141000000016A6B","CN=ecs.sm303.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-01-15T07:41:35.5770000","2026-01-15T07:31:31.0000000","2027-02-09T07:31:31.0000000","ecs.sm303.kroger.com","Vikrant","Yes",""
"5E0001792BAE89CCBA64291C5200000001792B","CN=ecs.sm415.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-12T10:49:58.8400000","2026-04-12T10:39:56.0000000","2027-05-07T10:39:56.0000000","ecs.sm415.kroger.com","Vikrant","Yes",""
"5E000179834EF971F2C386B351000000017983","CN=ecsadmin.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-16T10:33:47.6000000","2026-04-16T10:23:43.0000000","2027-05-11T10:23:43.0000000","ecsadmin.ci001.kroger.com","Sushma","NO",""
"5E00019C8A3000550BE6654DC2000000019C8A","CN=ecsadmin.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-21T05:08:25.9700000","2026-05-21T04:58:22.0000000","2027-06-15T04:58:22.0000000","ecsadmin.ci001.kroger.com","Sushma","NO",""
"5E00019EE515638EA6A67C3059000000019EE5","CN=ecsadmin.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T17:43:35.5200000","2026-06-08T17:33:34.0000000","2027-07-03T17:33:34.0000000","ecsadmin.ci001.kroger.com","Sushma","Yes",""
"5E00019EFD14420F501C458B7A000000019EFD","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-09T11:31:29.5700000","2026-06-09T11:21:28.0000000","2027-07-04T11:21:28.0000000","ecsadmin.ci003.kroger.com","Sushma","Yes",""
"5E00019CE8794818CCE1823661000000019CE8","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-25T16:48:45.7100000","2026-05-25T16:38:45.0000000","2027-06-19T16:38:45.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E000185902C2941BDED3712D5000000018590","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-01T15:13:32.7800000","2026-05-01T15:03:31.0000000","2027-05-26T15:03:31.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E00018567FE1D6B51ABF5A8C9000000018567","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-29T04:28:34.3400000","2026-04-29T04:18:33.0000000","2027-05-24T04:18:33.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E00018579E7BAEEC494CB214C000000018579","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-30T08:03:24.2230000","2026-04-30T07:53:20.0000000","2027-05-25T07:53:20.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E000185D0049863F656BEEACB0000000185D0","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-06T12:17:18.8830000","2026-05-06T12:07:18.0000000","2027-05-31T12:07:18.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E000185CC45DCC63B3C78CCCE0000000185CC","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-06T09:27:54.0230000","2026-05-06T09:17:53.0000000","2027-05-31T09:17:53.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E000184CCA89E3D8081A08AA90000000184CC","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-21T12:12:30.7930000","2026-04-21T12:02:27.0000000","2027-05-16T12:02:27.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E00018525ECB95333E9FDE6F6000000018525","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-24T16:37:22.7500000","2026-04-24T16:27:21.0000000","2027-05-19T16:27:21.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E000184FBDA5F6D5EA45CA5630000000184FB","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-23T11:31:34.0100000","2026-04-23T11:21:30.0000000","2027-05-18T11:21:30.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E00018512EC3B7942BAB3A9BF000000018512","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-24T07:47:50.0500000","2026-04-24T07:37:49.0000000","2027-05-19T07:37:49.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E000184BE36FF4AD0D5A28E300000000184BE","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-20T16:51:57.7830000","2026-04-20T16:41:57.0000000","2027-05-15T16:41:57.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E00016A3916DA372E19C8FC34000000016A39","CN=ecsadmin.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-01-08T15:31:48.4270000","2026-01-08T15:21:47.0000000","2027-02-02T15:21:47.0000000","ecsadmin.ci003.kroger.com","Sushma","NO",""
"5E00019E0DD6ECE9F3F785FCEB000000019E0D","CN=ecsadmin.ci009.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-05T10:20:42.0670000","2026-06-05T10:10:40.0000000","2027-06-30T10:10:40.0000000","ecsadmin.ci009.kroger.com","Sushma","Yes",""
"5E00019D4C0F349F948AFB05CE000000019D4C","CN=ecsadmin.ci009h.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-29T19:59:16.5470000","2026-05-29T19:49:16.0000000","2027-06-23T19:49:16.0000000","ecsadmin.ci009h.kroger.com","Sushma","NO",""
"5E00016C4D6268ECDF69FB7DB9000000016C4D","CN=ecsadmin.ci705.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-02-26T11:12:29.3130000","2026-02-26T11:02:28.0000000","2027-03-23T11:02:28.0000000","ecsadmin.ci705.kroger.com","Sushma","NO",""
"5E00017974BF58165C7F19E0BC000000017974","CN=ecsfuel.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-15T15:19:20.9300000","2026-04-15T15:09:20.0000000","2027-05-10T15:09:20.0000000","ecsfuel.ci001.kroger.com","Sushma","NO",""
"5E00019C8B9CDEAEE74D688C39000000019C8B","CN=ecsfuel.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-21T05:08:31.5630000","2026-05-21T04:58:31.0000000","2027-06-15T04:58:31.0000000","ecsfuel.ci001.kroger.com","Sushma","NO",""
"5E00019DEB78B9C14413D0094E000000019DEB","CN=ecsfuel.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-05T05:41:40.2030000","2026-06-05T05:31:40.0000000","2027-06-30T05:31:40.0000000","ecsfuel.ci001.kroger.com","Sushma","NO",""
"5E00019DEF189CA5FE1EBBD65F000000019DEF","CN=ecsfuel.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-05T06:02:30.2900000","2026-06-05T05:52:30.0000000","2027-06-30T05:52:30.0000000","ecsfuel.ci001.kroger.com","Sushma","NO",""
"5E00019EE83D40C4FD6F056CC2000000019EE8","CN=ecsfuel.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T17:44:39.1870000","2026-06-08T17:34:39.0000000","2027-07-03T17:34:39.0000000","ecsfuel.ci001.kroger.com","Sushma","Yes",""
"5E00019F00674CEE11D3822E46000000019F00","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-09T11:33:23.1370000","2026-06-09T11:23:22.0000000","2027-07-04T11:23:22.0000000","ecsfuel.ci003.kroger.com","Sushma","Yes",""
"5E00019EBD791B14D5232ACCD6000000019EBD","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T12:21:03.6170000","2026-06-08T12:11:03.0000000","2027-07-03T12:11:03.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E00019EC6298F985020E25CD7000000019EC6","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T12:49:38.8500000","2026-06-08T12:39:38.0000000","2027-07-03T12:39:38.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E00019CE549608303B6F4AC9C000000019CE5","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-25T16:48:30.5570000","2026-05-25T16:38:29.0000000","2027-06-19T16:38:29.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000185CA0C3F958DC617F9F10000000185CA","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-06T09:27:44.3570000","2026-05-06T09:17:40.0000000","2027-05-31T09:17:40.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000185D185E634517771097A0000000185D1","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-06T12:17:24.1830000","2026-05-06T12:07:23.0000000","2027-05-31T12:07:23.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E0001857BCF77502A3B408B3D00000001857B","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-30T08:03:34.1100000","2026-04-30T07:53:33.0000000","2027-05-25T07:53:33.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E0001857FBC174FDEC7BFBB9A00000001857F","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-30T10:03:32.8770000","2026-04-30T09:53:32.0000000","2027-05-25T09:53:32.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E0001794A377E9281A9223DFE00000001794A","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-14T05:33:33.7330000","2026-04-14T05:23:30.0000000","2027-05-09T05:23:30.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000185138436D6723F97A04D000000018513","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-24T07:47:55.5530000","2026-04-24T07:37:55.0000000","2027-05-19T07:37:55.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000184FC927CF0ADA268EC340000000184FC","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-23T11:31:39.5300000","2026-04-23T11:21:39.0000000","2027-05-18T11:21:39.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000184BDD6B653F8C7075FC20000000184BD","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-20T16:51:53.0970000","2026-04-20T16:41:51.0000000","2027-05-15T16:41:51.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E0001854C6D66E2840C70548800000001854C","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-27T22:41:23.0070000","2026-04-27T22:31:22.0000000","2027-05-22T22:31:22.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000185383C49F4EBD73332A4000000018538","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-27T06:21:58.5570000","2026-04-27T06:11:54.0000000","2027-05-22T06:11:54.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E000184CD87438D0F4BF1A2E20000000184CD","CN=ecsfuel.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-21T12:12:35.7300000","2026-04-21T12:02:35.0000000","2027-05-16T12:02:35.0000000","ecsfuel.ci003.kroger.com","Sushma","NO",""
"5E00019E10F5A3340AEC20D60E000000019E10","CN=ecsfuel.ci009.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-05T10:21:37.3430000","2026-06-05T10:11:37.0000000","2027-06-30T10:11:37.0000000","ecsfuel.ci009.kroger.com","Sushma","Yes",""
"5E00019D4BBD4D64CEF8D14322000000019D4B","CN=ecsfuel.ci009h.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-29T19:59:11.8330000","2026-05-29T19:49:11.0000000","2027-06-23T19:49:11.0000000","ecsfuel.ci009h.kroger.com","Sushma","NO",""
"5E0001794B915F511B3B1B779500000001794B","CN=ecsfuel.ci705.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-14T07:09:40.0900000","2026-04-14T06:59:39.0000000","2027-05-09T06:59:39.0000000","ecsfuel.ci705.kroger.com","Sushma","Yes",""
"7D000005DCDA01E121D2217F750000000005DC","E=SATInStoreCloud@kroger.com,CN=ecsin2u.ci009.kroger.com,OU=INF-InStoreCloud,O=The Kroger Co.,L=Cincinnati,ST=OH,C=US","2024-10-03T00:48:39.9330000","2024-10-03T00:38:36.0000000","2025-10-28T00:38:36.0000000","ecsin2u.ci009.kroger.com","Sushma","NO",""
"5E000177B4783465A03E65332C0000000177B4","CN=ecspci.ce317.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-05T07:05:20.3130000","2026-04-05T06:55:18.0000000","2027-04-30T06:55:18.0000000","ecspci.ce317.kroger.com","Sushma","Yes",""
"5E00017975A6ACCB6D59C8BEA8000000017975","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-15T15:19:25.7370000","2026-04-15T15:09:25.0000000","2027-05-10T15:09:25.0000000","ecspci.ci001.kroger.com","Sushma","NO",""
"5E00019C8C6D0C0F86D6DAEC06000000019C8C","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-21T05:08:36.2300000","2026-05-21T04:58:36.0000000","2027-06-15T04:58:36.0000000","ecspci.ci001.kroger.com","Sushma","NO",""
"5E00019ED2DE424407FC901C44000000019ED2","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T15:44:19.9230000","2026-06-08T15:34:19.0000000","2027-07-03T15:34:19.0000000","ecspci.ci001.kroger.com","Sushma","NO",""
"5E00019EE202D7D9641983855B000000019EE2","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T16:57:42.1970000","2026-06-08T16:47:42.0000000","2027-07-03T16:47:42.0000000","ecspci.ci001.kroger.com","Sushma","NO",""
"5E00019EDC218280900A8627D4000000019EDC","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T16:22:57.1470000","2026-06-08T16:12:56.0000000","2027-07-03T16:12:56.0000000","ecspci.ci001.kroger.com","Sushma","NO",""
"5E00019EE9F059033E64FA6BE9000000019EE9","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T17:44:53.5900000","2026-06-08T17:34:53.0000000","2027-07-03T17:34:53.0000000","ecspci.ci001.kroger.com","Sushma","Yes",""
"5E00019EE7A7C343D895DD34A7000000019EE7","CN=ecspci.ci001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T17:43:49.9700000","2026-06-08T17:33:49.0000000","2027-07-03T17:33:49.0000000","ecspci.ci001.kroger.com","Sushma","NO",""
"5E00019EF0F3B0A8ACCD0A5006000000019EF0","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-08T18:35:57.3030000","2026-06-08T18:25:57.0000000","2027-07-03T18:25:57.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E00019EFF47EDAAEF86391710000000019EFF","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-09T11:32:44.2430000","2026-06-09T11:22:44.0000000","2027-07-04T11:22:44.0000000","ecspci.ci003.kroger.com","Sushma","Yes",""
"5E00019CE70122137FB94C7AB3000000019CE7","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-25T16:48:40.4630000","2026-05-25T16:38:40.0000000","2027-06-19T16:38:40.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E0001858040A44E093CD233AE000000018580","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-30T10:03:38.1330000","2026-04-30T09:53:37.0000000","2027-05-25T09:53:37.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E0001857CC7170CD21EA7D4BE00000001857C","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-30T08:03:40.4770000","2026-04-30T07:53:40.0000000","2027-05-25T07:53:40.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E000185CD7D1733DA7106C8AC0000000185CD","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-06T09:27:59.0470000","2026-05-06T09:17:58.0000000","2027-05-31T09:17:58.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E000185CE69791CDEEA1D5BAB0000000185CE","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-06T12:17:07.8230000","2026-05-06T12:07:06.0000000","2027-05-31T12:07:06.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E00016BC1DF3E59DB9A1CB85B000000016BC1","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-02-17T13:48:40.0930000","2026-02-17T13:38:39.0000000","2027-03-14T13:38:39.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E000184CE5DB234A42FB7B52C0000000184CE","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-21T12:12:40.9970000","2026-04-21T12:02:40.0000000","2027-05-16T12:02:40.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E0001854AFACDDE1561663CEE00000001854A","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-27T22:41:11.8130000","2026-04-27T22:31:10.0000000","2027-05-22T22:31:10.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E000184FDFB8424B91C31DF030000000184FD","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-23T11:31:45.1670000","2026-04-23T11:21:44.0000000","2027-05-18T11:21:44.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E00018514DB342387BF08AB1C000000018514","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-24T07:48:00.8070000","2026-04-24T07:38:00.0000000","2027-05-19T07:38:00.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E0001851760289C98EFD2B6CC000000018517","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-24T09:45:13.7930000","2026-04-24T09:35:13.0000000","2027-05-19T09:35:13.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E000184BF56FA00088419EF2E0000000184BF","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-20T16:52:02.7730000","2026-04-20T16:42:02.0000000","2027-05-15T16:42:02.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
"5E000169F0C2F16DE5E8B146DA0000000169F0","CN=ecspci.ci003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-12-19T07:11:52.3800000","2025-12-19T07:01:50.0000000","2027-01-13T07:01:50.0000000","ecspci.ci003.kroger.com","Sushma","NO",""
